age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augmentation_salaire_precedente_pct,heures_supplementaires,a_quitte_l_entreprise,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_suivi_formation,annee_experience_avant_entreprise,mobilite_interne,evolution_note,utilisation_pee
40,M,7457,Marié(e),Commercial,Cadre Commercial,2,4,3,2,4,3,2,4,22,1,0,1,2,Transformation Digitale,Occasionnel,0,2,1,2,1,3,1
29,M,2119,Marié(e),Consulting,Consultant,1,7,7,2,1,4,2,3,11,1,1,8,4,Autre,Occasionnel,0,7,1,0,0,2,0
29,M,3983,Célibataire,Consulting,Consultant,0,3,2,2,4,3,3,3,17,0,0,9,5,Autre,Occasionnel,2,2,1,1,1,1,0
30,F,6118,Divorcé(e),Commercial,Cadre Commercial,1,10,9,4,3,3,3,3,13,0,0,5,3,Marketing,Occasionnel,1,2,1,0,1,1,1
27,F,6214,Marié(e),Commercial,Cadre Commercial,1,8,7,2,2,1,3,3,18,0,0,8,4,Marketing,Occasionnel,0,7,1,0,1,0,1
37,M,6347,Divorcé(e),Consulting,Tech Lead,7,6,2,4,4,3,2,3,16,0,0,5,2,Transformation Digitale,Occasionnel,0,4,1,2,1,0,1
38,M,11510,Divorcé(e),Consulting,Directeur Technique,0,11,10,3,4,2,3,3,14,1,0,15,2,Infra & Cloud,Occasionnel,2,9,1,1,1,1,1
31,F,7143,Célibataire,Consulting,Tech Lead,1,11,9,3,4,3,2,3,14,1,0,7,4,Transformation Digitale,Occasionnel,4,10,1,0,1,0,0
29,F,8268,Divorcé(e),Commercial,Cadre Commercial,1,7,7,4,2,1,3,3,14,1,0,10,1,Marketing,Occasionnel,1,7,1,0,0,1,1
35,M,8095,Célibataire,Consulting,Tech Lead,0,16,6,3,2,4,3,3,13,0,0,5,4,Entrepreunariat,Occasionnel,0,13,1,1,1,0,0
23,M,2904,Divorcé(e),Consulting,Assistant de Direction,1,4,2,3,4,3,2,3,12,0,0,26,1,Infra & Cloud,Occasionnel,0,2,1,0,1,0,1
41,M,6032,Célibataire,Consulting,Tech Lead,6,5,4,4,2,4,3,3,15,1,0,6,3,Transformation Digitale,Occasionnel,1,2,1,3,1,1,0
47,M,2976,Célibataire,Commercial,Représentant Commercial,3,0,0,2,3,1,3,3,19,0,0,4,1,Transformation Digitale,Frequent,0,0,1,5,0,0,0
42,F,15992,Célibataire,Consulting,Directeur Technique,2,1,0,1,4,2,3,3,14,0,0,23,5,Infra & Cloud,Occasionnel,0,0,1,15,1,0,0
29,M,4649,Marié(e),Commercial,Cadre Commercial,1,4,3,4,3,1,2,3,14,0,0,2,3,Infra & Cloud,Aucun,0,2,1,0,1,0,1
42,M,2696,Divorcé(e),Ressources Humaines,Ressources Humaines,0,3,2,3,3,3,3,3,11,1,0,2,1,Entrepreunariat,Occasionnel,1,0,1,1,1,0,1
32,F,2370,Marié(e),Consulting,Consultant,1,8,0,3,2,3,3,3,13,0,0,2,3,Transformation Digitale,Occasionnel,0,7,1,0,1,0,1
48,F,12504,Marié(e),Commercial,Senior Manager,3,0,0,1,3,2,1,4,21,0,0,29,1,Transformation Digitale,Occasionnel,0,0,1,15,0,1,1
37,M,5974,Divorcé(e),Consulting,Assistant de Direction,4,7,7,3,1,1,3,3,13,1,0,6,3,Transformation Digitale,Occasionnel,6,7,1,6,0,-1,1
30,F,4736,Marié(e),Commercial,Cadre Commercial,7,2,2,4,3,2,4,3,12,1,0,25,2,Entrepreunariat,Aucun,2,2,1,2,0,0,1
26,M,5296,Marié(e),Commercial,Cadre Commercial,1,8,7,3,3,2,3,3,17,0,0,1,3,Infra & Cloud,Occasionnel,7,7,1,0,1,0,1
42,M,6781,Célibataire,Consulting,Manager,3,1,0,1,4,2,3,4,23,0,0,2,4,Autre,Occasionnel,0,0,1,13,1,2,0
21,F,2174,Célibataire,Commercial,Représentant Commercial,1,3,2,1,2,3,3,3,11,1,1,1,1,Entrepreunariat,Frequent,1,2,1,0,1,1,0
36,F,6653,Célibataire,Commercial,Cadre Commercial,4,1,0,4,4,2,3,3,15,0,0,1,5,Transformation Digitale,Aucun,0,0,1,6,1,0,0
36,M,9699,Marié(e),Commercial,Cadre Commercial,4,13,9,1,4,1,3,3,11,0,0,3,4,Transformation Digitale,Frequent,1,12,1,3,1,1,1
57,M,6755,Marié(e),Consulting,Manager,2,3,2,4,3,3,3,3,11,0,0,1,4,Transformation Digitale,Occasionnel,1,2,1,12,1,0,0
40,F,2213,Marié(e),Consulting,Consultant,3,7,7,4,3,3,3,3,13,1,0,10,4,Infra & Cloud,Occasionnel,1,7,1,3,0,-1,1
21,M,2610,Célibataire,Commercial,Représentant Commercial,1,3,2,1,4,3,2,4,24,0,0,9,2,Transformation Digitale,Aucun,2,2,1,0,1,1,0
33,F,2851,Célibataire,Commercial,Représentant Commercial,1,1,0,4,3,2,3,3,13,1,1,5,3,Marketing,Occasionnel,0,0,1,0,1,0,0
37,F,3452,Marié(e),Consulting,Consultant,6,5,4,3,1,2,3,4,20,0,0,10,3,Transformation Digitale,Occasionnel,0,3,1,12,1,1,1
46,F,5258,Marié(e),Consulting,Tech Lead,2,1,0,3,3,3,4,3,14,0,0,7,4,Transformation Digitale,Aucun,0,0,1,6,1,0,0
41,M,9355,Célibataire,Commercial,Cadre Commercial,1,8,7,1,2,3,3,3,18,0,1,4,3,Marketing,Frequent,7,7,1,0,1,0,0
50,M,10496,Célibataire,Consulting,Manager,6,4,3,4,4,4,3,3,15,0,0,10,3,Entrepreunariat,Occasionnel,1,3,1,16,1,1,0
40,M,6380,Marié(e),Commercial,Cadre Commercial,2,6,4,3,3,1,3,3,12,1,1,22,2,Marketing,Occasionnel,1,0,1,2,1,1,1
31,M,2657,Célibataire,Consulting,Assistant de Direction,0,2,2,3,2,4,3,3,16,1,0,9,4,Infra & Cloud,Occasionnel,2,2,1,1,0,1,0
21,F,2716,Célibataire,Commercial,Représentant Commercial,1,1,0,3,2,4,3,3,15,0,1,12,3,Infra & Cloud,Occasionnel,0,0,0,0,1,-1,0
29,M,2201,Célibataire,Consulting,Assistant de Direction,9,3,2,4,4,4,3,3,16,0,0,23,3,Infra & Cloud,Occasionnel,1,2,1,3,1,0,0
35,M,6540,Célibataire,Consulting,Manager,9,1,1,3,2,3,3,3,19,0,0,9,4,Infra & Cloud,Occasionnel,0,0,1,9,0,1,0
27,M,3816,Divorcé(e),Consulting,Consultant,1,5,2,4,2,2,3,3,11,0,0,1,2,Transformation Digitale,Occasionnel,0,4,1,0,1,0,1
28,M,5253,Célibataire,Commercial,Cadre Commercial,1,7,5,2,4,4,3,3,16,0,0,9,4,Infra & Cloud,Occasionnel,0,7,1,0,1,0,0
49,M,10965,Célibataire,Consulting,Manager,8,5,2,2,3,3,3,4,24,0,0,7,3,Autre,Occasionnel,0,0,1,21,1,2,0
51,F,4936,Marié(e),Commercial,Cadre Commercial,4,7,7,3,4,3,2,3,11,0,0,14,2,Infra & Cloud,Occasionnel,0,7,1,11,0,0,1
36,F,2543,Marié(e),Consulting,Assistant de Direction,4,2,2,4,3,2,3,3,13,0,0,2,3,Infra & Cloud,Occasionnel,2,2,1,4,0,0,1
34,M,5304,Célibataire,Commercial,Cadre Commercial,8,5,2,1,4,2,2,3,13,1,1,19,3,Marketing,Aucun,0,4,1,4,1,-1,0
55,F,16659,Célibataire,Consulting,Senior Manager,2,5,4,3,4,3,3,3,13,1,0,2,3,Infra & Cloud,Occasionnel,1,2,1,25,1,0,0
24,F,4260,Divorcé(e),Commercial,Cadre Commercial,1,5,2,4,3,4,4,3,12,1,0,10,4,Marketing,Occasionnel,0,3,1,0,1,0,1
30,M,2476,Marié(e),Commercial,Représentant Commercial,1,1,0,3,2,1,3,3,18,0,0,2,1,Entrepreunariat,Occasionnel,0,0,1,0,1,0,1
26,M,3102,Célibataire,Consulting,Assistant de Direction,0,6,4,3,1,3,3,4,22,0,1,3,1,Entrepreunariat,Frequent,0,4,1,1,1,1,0
22,F,2244,Marié(e),Consulting,Assistant de Direction,1,2,1,1,2,4,3,3,13,0,0,11,3,Transformation Digitale,Occasionnel,1,2,1,0,1,0,1
36,M,7596,Marié(e),Commercial,Cadre Commercial,1,10,9,2,3,2,3,3,13,0,0,2,2,Transformation Digitale,Occasionnel,9,0,1,0,1,1,1
30,M,2285,Célibataire,Consulting,Assistant de Direction,9,1,0,3,4,3,3,4,23,1,1,4,3,Entrepreunariat,Frequent,0,0,1,2,1,1,0
37,F,3034,Divorcé(e),Consulting,Consultant,1,18,7,4,1,3,2,3,12,0,0,14,3,Infra & Cloud,Occasionnel,12,17,1,0,1,0,1
40,F,5715,Divorcé(e),Commercial,Cadre Commercial,7,5,4,4,2,3,3,3,12,0,0,2,2,Marketing,Occasionnel,1,3,1,3,1,0,1
42,F,2576,Divorcé(e),Consulting,Consultant,3,5,2,2,1,2,3,3,16,0,0,1,4,Infra & Cloud,Occasionnel,1,2,1,3,1,0,1
37,M,4197,Célibataire,Consulting,Tech Lead,2,1,0,3,2,4,2,3,12,1,0,10,4,Infra & Cloud,Occasionnel,0,1,1,17,1,0,0
43,M,14336,Divorcé(e),Consulting,Directeur Technique,1,25,10,1,2,3,3,3,11,0,0,12,3,Infra & Cloud,Occasionnel,3,9,1,0,1,1,1
40,F,3448,Marié(e),Consulting,Consultant,6,1,0,2,3,2,3,4,22,0,0,2,3,Transformation Digitale,Occasionnel,0,0,1,19,1,2,1
54,M,19406,Marié(e),Consulting,Directeur Technique,4,4,2,1,1,3,2,3,11,0,0,5,2,Transformation Digitale,Occasionnel,1,2,1,20,1,0,1
34,F,6538,Marié(e),Commercial,Cadre Commercial,9,3,2,3,3,1,3,3,15,0,0,4,4,Marketing,Aucun,1,2,1,3,1,0,1
31,F,4306,Marié(e),Consulting,Tech Lead,1,13,10,2,1,2,1,3,12,0,0,7,2,Transformation Digitale,Occasionnel,3,12,1,0,1,0,1
43,M,2258,Marié(e),Consulting,Consultant,7,3,2,4,4,1,3,4,20,0,0,21,3,Transformation Digitale,Frequent,1,2,1,5,1,1,1
43,F,4522,Divorcé(e),Consulting,Manager,4,5,2,3,3,4,3,3,14,1,0,8,4,Autre,Occasionnel,0,2,1,3,1,0,0
25,F,4487,Célibataire,Commercial,Cadre Commercial,1,5,4,2,4,2,3,3,11,1,0,4,2,Infra & Cloud,Occasionnel,1,3,1,0,1,1,0
37,F,4449,Marié(e),Consulting,Assistant de Direction,3,13,11,2,3,1,3,3,15,1,0,25,5,Transformation Digitale,Aucun,10,7,1,2,1,0,1
31,M,2218,Marié(e),Consulting,Consultant,1,4,2,4,1,3,3,3,12,0,0,1,2,Infra & Cloud,Occasionnel,3,2,1,0,1,1,1
39,M,19197,Divorcé(e),Consulting,Senior Manager,1,21,8,2,3,3,3,3,14,1,0,1,1,Infra & Cloud,Frequent,1,6,1,0,1,0,1
56,F,13212,Marié(e),Commercial,Cadre Commercial,9,7,7,3,1,4,2,3,11,0,0,6,3,Infra & Cloud,Frequent,7,7,0,29,0,-1,1
30,F,6577,Célibataire,Commercial,Cadre Commercial,0,5,4,2,3,2,3,3,11,0,0,12,3,Entrepreunariat,Occasionnel,4,4,1,1,1,0,0
41,M,8392,Marié(e),Commercial,Cadre Commercial,1,10,7,2,1,3,3,3,16,0,0,1,3,Marketing,Occasionnel,0,7,1,0,1,-1,1
28,M,4558,Divorcé(e),Consulting,Consultant,1,10,0,3,1,4,3,3,12,0,0,17,2,Transformation Digitale,Occasionnel,1,8,1,0,1,0,1
25,M,4031,Marié(e),Consulting,Consultant,5,2,2,1,1,3,3,3,13,0,1,3,3,Transformation Digitale,Occasionnel,0,2,1,4,0,0,1
52,M,7969,Marié(e),Consulting,Tech Lead,2,5,4,4,3,3,3,3,14,1,0,3,3,Transformation Digitale,Occasionnel,0,4,1,23,1,1,0
45,M,2654,Marié(e),Consulting,Assistant de Direction,3,2,2,1,4,4,2,4,21,0,0,10,2,Infra & Cloud,Occasionnel,0,2,1,6,0,1,1
52,F,16555,Marié(e),Consulting,Senior Manager,2,5,2,4,4,4,1,3,13,0,0,4,2,Infra & Cloud,Occasionnel,1,4,1,26,1,0,0
42,F,4556,Divorcé(e),Consulting,Assistant de Direction,2,5,4,1,3,2,3,3,11,0,0,29,2,Infra & Cloud,Frequent,0,2,1,14,1,0,1
30,F,6091,Célibataire,Consulting,Tech Lead,2,5,4,3,4,3,3,4,20,0,0,2,3,Infra & Cloud,Occasionnel,0,2,1,6,1,3,0
60,F,19566,Marié(e),Consulting,Senior Manager,5,29,8,1,1,4,1,3,11,0,0,7,3,Infra & Cloud,Occasionnel,11,10,1,4,1,0,0
46,F,4810,Divorcé(e),Consulting,Tech Lead,2,10,7,3,3,3,2,3,14,0,0,18,3,Transformation Digitale,Occasionnel,0,8,1,9,1,0,1
42,F,4523,Marié(e),Consulting,Manager,0,6,5,4,4,4,4,3,11,0,0,28,4,Entrepreunariat,Frequent,0,4,1,1,1,1,1
24,F,3202,Célibataire,Commercial,Représentant Commercial,1,5,3,1,2,2,3,3,16,1,1,1,1,Entrepreunariat,Occasionnel,1,4,1,1,1,0,0
34,F,2351,Divorcé(e),Commercial,Représentant Commercial,0,2,2,4,3,4,2,3,16,0,1,6,2,Marketing,Frequent,1,0,1,1,0,2,1
38,M,1702,Marié(e),Consulting,Consultant,1,1,0,4,4,3,3,4,23,1,0,2,2,Infra & Cloud,Frequent,0,0,1,0,1,1,1
40,F,18041,Marié(e),Commercial,Senior Manager,0,20,15,3,3,4,3,3,14,0,0,2,4,Infra & Cloud,Occasionnel,1,12,1,1,1,0,0
26,F,2886,Divorcé(e),Consulting,Assistant de Direction,1,3,2,1,4,2,1,4,22,0,0,23,3,Infra & Cloud,Occasionnel,0,2,1,0,1,1,1
30,M,2097,Marié(e),Consulting,Consultant,4,5,3,3,4,3,1,3,15,0,0,3,3,Infra & Cloud,Aucun,1,4,1,4,1,0,1
29,M,11935,Marié(e),Consulting,Directeur Technique,1,10,2,2,3,3,3,3,18,0,0,3,4,Transformation Digitale,Occasionnel,0,7,1,0,1,1,0
29,F,2546,Marié(e),Consulting,Assistant de Direction,5,2,2,3,2,2,4,3,16,0,1,25,5,Entrepreunariat,Occasionnel,1,1,1,4,0,1,0
19,M,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,1,0,1,4,3,4,3,12,0,1,2,2,Entrepreunariat,Occasionnel,0,0,1,0,1,1,0
30,F,8412,Marié(e),Commercial,Cadre Commercial,0,9,8,3,1,3,3,3,11,0,0,22,4,Autre,Aucun,7,8,1,1,1,0,0
57,M,14118,Divorcé(e),Commercial,Senior Manager,3,1,0,1,4,3,2,3,12,0,0,29,3,Marketing,Occasionnel,0,0,1,31,1,1,1
50,M,17046,Marié(e),Consulting,Senior Manager,0,27,10,2,3,2,3,3,15,0,0,29,4,Infra & Cloud,Occasionnel,15,7,1,1,1,1,1
30,F,2564,Célibataire,Consulting,Consultant,0,11,7,3,4,3,2,3,14,0,0,2,3,Transformation Digitale,Aucun,6,7,1,1,1,0,0
60,F,10266,Marié(e),Commercial,Cadre Commercial,4,18,13,3,1,4,4,3,19,0,0,28,3,Marketing,Frequent,13,11,1,4,1,1,0
47,F,5070,Divorcé(e),Consulting,Tech Lead,5,5,0,1,4,3,3,3,13,0,0,2,2,Transformation Digitale,Occasionnel,0,4,1,15,1,0,1
46,M,17861,Marié(e),Consulting,Directeur Technique,6,3,2,1,3,3,1,3,13,0,0,2,3,Infra & Cloud,Occasionnel,0,1,1,23,1,0,0
35,M,4230,Célibataire,Consulting,Consultant,0,5,4,4,3,3,3,3,15,0,0,22,3,Infra & Cloud,Occasionnel,4,3,1,1,1,2,0
54,F,3780,Célibataire,Consulting,Consultant,7,1,0,3,3,3,3,3,11,0,0,8,4,Infra & Cloud,Occasionnel,0,0,1,18,1,0,0
34,M,2768,Divorcé(e),Consulting,Assistant de Direction,3,7,3,4,3,3,3,3,12,0,0,2,4,Infra & Cloud,Occasionnel,5,7,1,7,1,1,1
46,F,9071,Marié(e),Commercial,Cadre Commercial,2,3,2,3,4,3,3,3,19,1,0,10,3,Marketing,Occasionnel,1,2,1,12,1,1,1
31,M,10648,Divorcé(e),Consulting,Tech Lead,1,13,8,3,2,4,4,4,25,0,0,9,1,Infra & Cloud,Occasionnel,0,8,1,0,1,1,1
33,M,13610,Marié(e),Consulting,Senior Manager,7,7,6,2,3,4,4,3,12,1,1,15,1,Transformation Digitale,Occasionnel,7,7,1,8,1,0,0
33,M,3408,Divorcé(e),Consulting,Consultant,7,4,3,1,4,1,3,3,13,0,1,10,1,Transformation Digitale,Occasionnel,1,3,1,4,1,2,1
30,M,2983,Célibataire,Commercial,Représentant Commercial,0,3,2,4,2,1,3,3,14,0,0,7,1,Marketing,Occasionnel,1,2,1,1,1,0,0
35,M,7632,Marié(e),Consulting,Manager,4,8,7,4,3,3,3,3,12,1,0,16,3,Infra & Cloud,Occasionnel,0,0,1,2,1,0,0
31,M,9824,Marié(e),Consulting,Manager,3,1,0,1,3,1,3,3,12,0,1,20,3,Infra & Cloud,Frequent,0,0,1,11,1,0,0
34,F,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,9,3,2,2,1,3,3,3,15,1,1,23,3,Ressources Humaines,Frequent,0,2,1,8,1,0,1
42,M,2093,Marié(e),Consulting,Consultant,4,2,2,2,3,4,3,3,17,0,0,5,2,Autre,Frequent,2,0,1,6,0,0,1
36,M,9980,Célibataire,Commercial,Cadre Commercial,1,10,3,2,4,4,2,3,14,0,0,10,4,Transformation Digitale,Aucun,9,7,1,0,1,0,0
22,M,3894,Célibataire,Consulting,Consultant,5,2,2,3,3,3,3,3,16,0,1,4,1,Entrepreunariat,Frequent,1,2,1,2,0,1,0
48,F,4051,Marié(e),Commercial,Cadre Commercial,2,9,7,2,4,1,3,3,14,0,0,2,5,Marketing,Occasionnel,6,7,1,5,1,0,1
55,F,16835,Célibataire,Commercial,Senior Manager,3,10,9,1,2,4,3,4,23,0,0,18,5,Infra & Cloud,Occasionnel,7,7,1,27,1,1,0
41,M,6230,Célibataire,Commercial,Cadre Commercial,7,14,3,4,4,4,3,3,14,0,0,10,2,Infra & Cloud,Aucun,1,10,1,2,1,0,0
35,M,4717,Marié(e),Commercial,Cadre Commercial,9,11,9,2,3,3,3,3,11,0,0,1,3,Marketing,Occasionnel,6,9,1,4,1,0,0
40,F,13237,Célibataire,Consulting,Tech Lead,7,20,6,2,3,3,3,3,15,0,0,6,3,Infra & Cloud,Occasionnel,5,13,1,2,1,0,0
39,F,3755,Marié(e),Consulting,Consultant,1,8,3,3,3,1,3,3,11,0,0,8,1,Infra & Cloud,Frequent,0,7,1,0,1,0,1
31,M,6582,Célibataire,Commercial,Cadre Commercial,4,6,5,2,4,3,4,3,13,1,0,2,1,Infra & Cloud,Occasionnel,0,5,1,4,1,0,0
42,M,7406,Marié(e),Consulting,Tech Lead,1,10,9,4,1,4,2,4,21,1,0,24,3,Transformation Digitale,Occasionnel,5,8,1,0,1,1,1
45,M,4805,Marié(e),Commercial,Cadre Commercial,0,8,7,4,2,2,4,3,19,0,0,2,3,Autre,Occasionnel,3,7,1,1,1,0,1
26,F,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,0,7,7,2,3,2,2,3,11,1,1,17,4,Infra & Cloud,Frequent,1,0,1,1,0,0,1
29,M,4262,Divorcé(e),Consulting,Tech Lead,4,3,2,4,4,2,4,3,12,0,0,19,3,Entrepreunariat,Occasionnel,1,2,1,5,1,0,1
33,F,16184,Divorcé(e),Consulting,Directeur Technique,4,6,1,1,3,3,3,3,19,0,0,1,5,Transformation Digitale,Occasionnel,0,5,1,4,1,-1,1
31,M,11557,Divorcé(e),Commercial,Senior Manager,9,5,4,3,4,3,2,4,21,0,0,7,3,Infra & Cloud,Occasionnel,0,1,1,5,1,2,1
18,M,1878,Célibataire,Commercial,Représentant Commercial,1,0,0,2,2,4,3,3,14,1,1,5,3,Marketing,Frequent,0,0,1,0,0,0,0
40,M,10932,Divorcé(e),Commercial,Cadre Commercial,3,1,0,3,1,3,3,3,15,0,0,28,3,Autre,Aucun,0,1,1,19,1,2,1
41,F,6811,Célibataire,Consulting,Manager,2,8,7,1,3,1,3,3,17,1,0,2,4,Autre,Aucun,0,7,1,2,1,1,0
26,M,4306,Divorcé(e),Commercial,Cadre Commercial,5,0,0,1,3,1,3,3,12,0,0,29,2,Transformation Digitale,Occasionnel,0,0,1,8,0,0,1
35,F,4859,Célibataire,Commercial,Cadre Commercial,1,5,4,1,3,4,3,3,16,0,0,1,3,Transformation Digitale,Occasionnel,0,3,1,0,1,0,0
34,M,5337,Célibataire,Commercial,Cadre Commercial,1,10,7,4,4,4,3,3,12,0,0,21,4,Infra & Cloud,Occasionnel,5,7,1,0,1,-1,0
26,M,2340,Célibataire,Consulting,Consultant,1,1,0,3,4,2,1,3,18,1,1,24,3,Entrepreunariat,Occasionnel,0,0,1,0,1,2,0
37,F,7491,Célibataire,Consulting,Tech Lead,4,6,5,2,4,4,4,3,17,0,0,1,3,Entrepreunariat,Occasionnel,1,2,1,6,1,0,0
46,F,10527,Marié(e),Consulting,Manager,5,2,2,1,3,4,2,3,11,0,0,18,1,Transformation Digitale,Frequent,1,2,1,26,0,0,0
41,F,16595,Marié(e),Commercial,Senior Manager,7,18,16,2,1,2,3,3,16,0,0,2,5,Infra & Cloud,Occasionnel,11,8,1,4,1,0,1
37,M,8834,Divorcé(e),Commercial,Cadre Commercial,1,9,5,1,2,4,3,3,13,0,0,9,4,Transformation Digitale,Aucun,7,7,1,0,1,0,1
52,M,5577,Divorcé(e),Consulting,Assistant de Direction,3,10,9,4,1,2,3,3,12,1,0,6,2,Entrepreunariat,Occasionnel,6,9,1,8,1,0,1
32,M,4707,Marié(e),Commercial,Cadre Commercial,8,4,2,4,3,4,3,3,12,0,1,11,4,Autre,Aucun,1,2,1,2,1,-1,0
24,M,2400,Marié(e),Commercial,Représentant Commercial,0,2,2,4,4,3,3,3,13,0,0,24,3,Transformation Digitale,Frequent,2,1,1,1,0,0,1
38,F,9824,Marié(e),Consulting,Manager,3,1,0,3,3,3,3,3,19,0,0,10,3,Transformation Digitale,Occasionnel,0,0,1,17,1,0,1
37,F,6447,Marié(e),Consulting,Tech Lead,6,6,5,2,2,2,2,3,12,0,0,1,4,Infra & Cloud,Occasionnel,4,3,1,2,1,0,1
49,M,19502,Divorcé(e),Consulting,Directeur Technique,1,31,9,4,3,3,3,3,17,1,0,18,4,Infra & Cloud,Occasionnel,0,9,1,0,1,1,1
24,M,2725,Marié(e),Consulting,Assistant de Direction,1,6,5,2,4,2,3,3,11,1,0,23,3,Transformation Digitale,Occasionnel,1,4,1,0,1,-1,1
26,M,6272,Marié(e),Commercial,Cadre Commercial,1,5,3,1,2,4,4,4,20,0,0,28,2,Marketing,Occasionnel,1,4,1,1,1,1,1
24,M,2127,Marié(e),Consulting,Consultant,1,1,0,4,2,4,3,4,21,0,0,17,2,Autre,Occasionnel,0,0,1,0,1,2,1
50,M,18200,Marié(e),Ressources Humaines,Senior Manager,1,32,5,1,2,3,3,3,11,0,0,3,3,Transformation Digitale,Frequent,10,7,1,0,1,0,1
25,M,2096,Marié(e),Commercial,Représentant Commercial,1,7,4,2,3,3,3,3,11,0,0,13,1,Transformation Digitale,Occasionnel,0,6,1,0,1,0,0
24,F,2886,Marié(e),Consulting,Consultant,1,6,3,1,3,4,3,3,16,1,1,7,3,Infra & Cloud,Frequent,1,2,1,0,1,0,1
30,M,2033,Marié(e),Commercial,Représentant Commercial,1,1,0,2,1,3,4,3,18,0,1,12,4,Infra & Cloud,Frequent,0,0,1,0,1,1,1
34,M,3622,Marié(e),Consulting,Assistant de Direction,1,6,5,2,4,4,3,3,13,1,0,1,2,Infra & Cloud,Occasionnel,1,3,1,0,1,1,1
31,M,4233,Divorcé(e),Commercial,Cadre Commercial,2,3,1,2,1,3,1,3,17,0,1,13,4,Transformation Digitale,Occasionnel,1,2,1,6,1,0,0
35,M,3681,Célibataire,Consulting,Consultant,4,3,2,1,4,4,3,3,14,0,0,25,2,Autre,Occasionnel,0,2,1,6,1,1,0
31,M,5460,Divorcé(e),Commercial,Cadre Commercial,4,7,7,1,4,4,4,4,22,0,0,6,4,Transformation Digitale,Occasionnel,5,7,1,6,0,0,1
27,F,2187,Divorcé(e),Consulting,Assistant de Direction,0,5,3,1,3,3,2,3,12,0,0,6,4,Transformation Digitale,Occasionnel,0,3,1,1,1,1,1
37,M,9602,Marié(e),Commercial,Cadre Commercial,4,3,0,4,3,3,2,3,11,1,0,2,3,Marketing,Occasionnel,1,0,1,14,1,0,1
20,F,2836,Célibataire,Consulting,Assistant de Direction,1,1,0,4,2,4,4,3,13,0,0,1,3,Infra & Cloud,Occasionnel,0,0,0,0,1,1,0
42,F,4089,Marié(e),Consulting,Manager,1,10,2,3,4,2,3,3,13,0,0,2,4,Infra & Cloud,Occasionnel,2,2,1,0,1,0,1
43,M,16627,Divorcé(e),Consulting,Directeur Technique,4,1,0,2,4,3,2,3,14,1,0,6,4,Autre,Occasionnel,0,0,1,20,1,1,1
38,F,2619,Célibataire,Consulting,Assistant de Direction,3,0,0,3,1,4,2,3,17,0,0,1,1,Infra & Cloud,Occasionnel,0,0,1,8,0,0,0
43,M,5679,Divorcé(e),Consulting,Consultant,3,8,7,4,3,2,3,3,13,1,0,9,5,Transformation Digitale,Frequent,4,7,1,2,1,0,1
48,F,15402,Marié(e),Consulting,Senior Manager,7,3,2,4,1,1,1,3,11,0,0,1,4,Infra & Cloud,Occasionnel,0,2,1,18,1,1,1
44,F,5985,Célibataire,Ressources Humaines,Ressources Humaines,4,2,2,1,3,2,4,3,11,0,0,1,4,Infra & Cloud,Occasionnel,0,2,1,8,0,1,0
34,F,2579,Divorcé(e),Commercial,Représentant Commercial,1,8,2,3,3,4,3,3,18,1,0,14,3,Entrepreunariat,Occasionnel,0,6,1,0,1,0,1
27,M,3041,Divorcé(e),Commercial,Représentant Commercial,0,4,3,3,1,2,3,3,11,0,1,2,1,Marketing,Occasionnel,0,2,1,1,1,0,1
21,M,3447,Célibataire,Commercial,Représentant Commercial,1,3,2,3,3,3,3,3,11,0,0,22,1,Entrepreunariat,Occasionnel,1,2,1,0,1,0,0
44,M,19513,Marié(e),Consulting,Senior Manager,4,2,2,4,4,1,4,3,12,1,0,3,4,Autre,Occasionnel,0,1,1,24,0,0,1
22,M,2773,Marié(e),Consulting,Assistant de Direction,0,2,2,1,3,4,3,4,20,0,0,6,1,Transformation Digitale,Occasionnel,2,2,1,1,0,1,0
33,M,7104,Divorcé(e),Commercial,Cadre Commercial,0,5,0,3,3,4,3,3,12,0,0,8,4,Marketing,Occasionnel,1,2,1,1,1,0,0
32,F,6322,Marié(e),Consulting,Assistant de Direction,1,6,4,1,4,4,2,3,12,1,0,9,4,Infra & Cloud,Occasionnel,0,5,1,0,1,0,1
30,F,2083,Divorcé(e),Consulting,Assistant de Direction,1,1,0,3,3,3,3,4,20,0,0,3,3,Transformation Digitale,Frequent,0,0,1,0,1,1,1
53,F,8381,Célibataire,Commercial,Cadre Commercial,7,14,7,4,1,4,4,4,20,0,0,1,1,Transformation Digitale,Occasionnel,8,10,1,4,1,1,0
34,M,2691,Marié(e),Consulting,Assistant de Direction,1,10,9,2,4,4,2,3,12,0,0,1,5,Infra & Cloud,Occasionnel,8,8,1,0,1,0,1
